threshold,recall,f2,f1,precision,accuracy,roc_auc,average_precision,brier,tp,tn,fp,fn,meets_min_recall
0.83,0.03585056349276777,0.043894912970729484,0.06616442843105143,0.4284199363732768,0.8967674189139034,0.6524730459703898,0.20383803148354168,0.22663342224390717,404,98661,539,10865,False
0.84,0.026887922619575826,0.03313068579426172,0.05083466152168442,0.4647239263803681,0.897573074799265,0.6524730459703898,0.20383803148354168,0.22663342224390717,303,98851,349,10966,False
0.8499999999999999,0.019877540154405893,0.02460348842318,0.038241570635936833,0.5022421524663677,0.898007585838561,0.6524730459703898,0.20383803148354168,0.22663342224390717,224,98978,222,11045,False
0.8599999999999999,0.01384328689324696,0.017193113937443515,0.02698961937716263,0.5360824742268041,0.8981795797916158,0.6524730459703898,0.20383803148354168,0.22663342224390717,156,99065,135,11113,False
0.8699999999999999,0.008075250687727393,0.010058360597754001,0.015924402834893693,0.56875,0.8981886321049344,0.6524730459703898,0.20383803148354168,0.22663342224390717,91,99131,69,11178,False
0.8799999999999999,0.0031058656491259207,0.00387708531803177,0.00617828773168579,0.5737704918032787,0.8980709520317918,0.6524730459703898,0.20383803148354168,0.22663342224390717,35,99174,26,11234,False
0.8899999999999999,0.0009761292040110037,0.0012197285549543156,0.001949490474080638,0.6875,0.8980437950918357,0.6524730459703898,0.20383803148354168,0.22663342224390717,11,99195,5,11258,False
0.8999999999999999,0.0005324341112787292,0.0006654393008451079,0.001064207165661582,0.8571428571428571,0.898034742778517,0.6524730459703898,0.20383803148354168,0.22663342224390717,6,99199,1,11263,False
0.9099999999999999,0.0002662170556393646,0.0003327491736728854,0.0005322924059616749,1.0,0.8980166381518797,0.6524730459703898,0.20383803148354168,0.22663342224390717,3,99200,0,11266,False
0.9199999999999999,0.0,0.0,0.0,0.0,0.8979894812119237,0.6524730459703898,0.20383803148354168,0.22663342224390717,0,99200,0,11269,False
0.9299999999999999,0.0,0.0,0.0,0.0,0.8979894812119237,0.6524730459703898,0.20383803148354168,0.22663342224390717,0,99200,0,11269,False
0.94,0.0,0.0,0.0,0.0,0.8979894812119237,0.6524730459703898,0.20383803148354168,0.22663342224390717,0,99200,0,11269,False
0.95,0.0,0.0,0.0,0.0,0.8979894812119237,0.6524730459703898,0.20383803148354168,0.22663342224390717,0,99200,0,11269,False
